CELL_ID,IS_SHADED,TABLE_CELL_COMBINATION_ID,TABLE_ID,SYSTEM_DATA_CODE,NAME
3170491_REF,,429250_REF,FINREP_REF_F_13_03_1_a_REF_FINREP 2_9,,3170491_REF
3170492_REF,,433422_REF,FINREP_REF_F_13_03_1_a_REF_FINREP 2_9,,3170492_REF
3170493_REF,,433394_REF,FINREP_REF_F_13_03_1_a_REF_FINREP 2_9,,3170493_REF
3170494_REF,,433390_REF,FINREP_REF_F_13_03_1_a_REF_FINREP 2_9,,3170494_REF
3170495_REF,,433398_REF,FINREP_REF_F_13_03_1_a_REF_FINREP 2_9,,3170495_REF
3170496_REF,,433430_REF,FINREP_REF_F_13_03_1_a_REF_FINREP 2_9,,3170496_REF
3170497_REF,,433431_REF,FINREP_REF_F_13_03_1_a_REF_FINREP 2_9,,3170497_REF
3170498_REF,,433749_REF,FINREP_REF_F_13_03_1_a_REF_FINREP 2_9,,3170498_REF
3170499_REF,,429254_REF,FINREP_REF_F_13_03_1_a_REF_FINREP 2_9,,3170499_REF
3170500_REF,,433506_REF,FINREP_REF_F_13_03_1_a_REF_FINREP 2_9,,3170500_REF
3170501_REF,,433478_REF,FINREP_REF_F_13_03_1_a_REF_FINREP 2_9,,3170501_REF
3170502_REF,,433474_REF,FINREP_REF_F_13_03_1_a_REF_FINREP 2_9,,3170502_REF
3170503_REF,,433482_REF,FINREP_REF_F_13_03_1_a_REF_FINREP 2_9,,3170503_REF
3170504_REF,,433507_REF,FINREP_REF_F_13_03_1_a_REF_FINREP 2_9,,3170504_REF
3170505_REF,,433508_REF,FINREP_REF_F_13_03_1_a_REF_FINREP 2_9,,3170505_REF
3170506_REF,,434074_REF,FINREP_REF_F_13_03_1_a_REF_FINREP 2_9,,3170506_REF
3170507_REF,,,FINREP_REF_F_13_03_1_b_REF_FINREP 2_9,,3170507_REF
3170508_REF,,,FINREP_REF_F_13_03_1_b_REF_FINREP 2_9,,3170508_REF
3170509_REF,,,FINREP_REF_F_13_03_1_b_REF_FINREP 2_9,,3170509_REF
3170510_REF,,,FINREP_REF_F_13_03_1_b_REF_FINREP 2_9,,3170510_REF
3170511_REF,,,FINREP_REF_F_13_03_1_b_REF_FINREP 2_9,,3170511_REF
3170512_REF,,,FINREP_REF_F_13_03_1_b_REF_FINREP 2_9,,3170512_REF
3170513_REF,,,FINREP_REF_F_13_03_1_b_REF_FINREP 2_9,,3170513_REF
3170514_REF,,,FINREP_REF_F_13_03_1_b_REF_FINREP 2_9,,3170514_REF
3170515_REF,,,FINREP_REF_F_13_03_1_b_REF_FINREP 2_9,,3170515_REF
3170516_REF,,,FINREP_REF_F_13_03_1_b_REF_FINREP 2_9,,3170516_REF
3170517_REF,,,FINREP_REF_F_13_03_1_b_REF_FINREP 2_9,,3170517_REF
3170518_REF,,,FINREP_REF_F_13_03_1_b_REF_FINREP 2_9,,3170518_REF
3170519_REF,,,FINREP_REF_F_13_03_1_b_REF_FINREP 2_9,,3170519_REF
3170520_REF,,,FINREP_REF_F_13_03_1_b_REF_FINREP 2_9,,3170520_REF
3170521_REF,,433642_REF,FINREP_REF_F_13_03_1_b_REF_FINREP 2_9,,3170521_REF
3170522_REF,,433635_REF,FINREP_REF_F_13_03_1_b_REF_FINREP 2_9,,3170522_REF
3170523_REF,,433634_REF,FINREP_REF_F_13_03_1_b_REF_FINREP 2_9,,3170523_REF
3170524_REF,,433636_REF,FINREP_REF_F_13_03_1_b_REF_FINREP 2_9,,3170524_REF
3170525_REF,,433645_REF,FINREP_REF_F_13_03_1_b_REF_FINREP 2_9,,3170525_REF
3170526_REF,,433646_REF,FINREP_REF_F_13_03_1_b_REF_FINREP 2_9,,3170526_REF
3170527_REF,,429241_REF,FINREP_REF_F_13_03_1_b_REF_FINREP 2_9,,3170527_REF
3170528_REF,,433611_REF,FINREP_REF_F_13_03_1_b_REF_FINREP 2_9,,3170528_REF
3170529_REF,,433604_REF,FINREP_REF_F_13_03_1_b_REF_FINREP 2_9,,3170529_REF
3170530_REF,,433603_REF,FINREP_REF_F_13_03_1_b_REF_FINREP 2_9,,3170530_REF
3170531_REF,,433605_REF,FINREP_REF_F_13_03_1_b_REF_FINREP 2_9,,3170531_REF
3170532_REF,,433614_REF,FINREP_REF_F_13_03_1_b_REF_FINREP 2_9,,3170532_REF
3170533_REF,,433615_REF,FINREP_REF_F_13_03_1_b_REF_FINREP 2_9,,3170533_REF
3170534_REF,,429220_REF,FINREP_REF_F_13_03_1_b_REF_FINREP 2_9,,3170534_REF
3170535_REF,,,FINREP_REF_F_16_01_REF_FINREP 2_9,,3170535_REF
3170536_REF,,,FINREP_REF_F_16_01_REF_FINREP 2_9,,3170536_REF
3170537_REF,,,FINREP_REF_F_16_01_REF_FINREP 2_9,,3170537_REF
3170538_REF,,433801_REF,FINREP_REF_F_16_01_REF_FINREP 2_9,,3170538_REF
3170539_REF,,433800_REF,FINREP_REF_F_16_01_REF_FINREP 2_9,,3170539_REF
3170540_REF,,433802_REF,FINREP_REF_F_16_01_REF_FINREP 2_9,,3170540_REF
3170541_REF,,433758_REF,FINREP_REF_F_16_01_REF_FINREP 2_9,,3170541_REF
3170542_REF,,433757_REF,FINREP_REF_F_16_01_REF_FINREP 2_9,,3170542_REF
3170543_REF,,433759_REF,FINREP_REF_F_16_01_REF_FINREP 2_9,,3170543_REF
3170544_REF,,,FINREP_REF_F_16_08_REF_FINREP 2_9,,3170544_REF
3170545_REF,,,FINREP_REF_F_16_08_REF_FINREP 2_9,,3170545_REF
3170546_REF,,,FINREP_REF_F_16_08_REF_FINREP 2_9,,3170546_REF
3170547_REF,,,FINREP_REF_F_16_08_REF_FINREP 2_9,,3170547_REF
3170548_REF,,,FINREP_REF_F_16_08_REF_FINREP 2_9,,3170548_REF
3170549_REF,,,FINREP_REF_F_16_08_REF_FINREP 2_9,,3170549_REF
3170550_REF,,,FINREP_REF_F_16_08_REF_FINREP 2_9,,3170550_REF
3170551_REF,,,FINREP_REF_F_16_08_REF_FINREP 2_9,,3170551_REF
3170552_REF,,,FINREP_REF_F_16_08_REF_FINREP 2_9,,3170552_REF
3170553_REF,,,FINREP_REF_F_16_08_REF_FINREP 2_9,,3170553_REF
3170554_REF,,,FINREP_REF_F_16_08_REF_FINREP 2_9,,3170554_REF
3170555_REF,,,FINREP_REF_F_16_08_REF_FINREP 2_9,,3170555_REF
3170556_REF,,433761_REF,FINREP_REF_F_16_08_REF_FINREP 2_9,,3170556_REF
3170557_REF,,433762_REF,FINREP_REF_F_16_08_REF_FINREP 2_9,,3170557_REF
3170558_REF,,433763_REF,FINREP_REF_F_16_08_REF_FINREP 2_9,,3170558_REF
3170559_REF,,433764_REF,FINREP_REF_F_16_08_REF_FINREP 2_9,,3170559_REF
3170560_REF,,433765_REF,FINREP_REF_F_16_08_REF_FINREP 2_9,,3170560_REF
3170561_REF,,433766_REF,FINREP_REF_F_16_08_REF_FINREP 2_9,,3170561_REF
3170562_REF,,433767_REF,FINREP_REF_F_16_08_REF_FINREP 2_9,,3170562_REF
3170563_REF,,433768_REF,FINREP_REF_F_16_08_REF_FINREP 2_9,,3170563_REF
3170564_REF,,433769_REF,FINREP_REF_F_16_08_REF_FINREP 2_9,,3170564_REF
3170565_REF,,433770_REF,FINREP_REF_F_16_08_REF_FINREP 2_9,,3170565_REF
3170566_REF,,433771_REF,FINREP_REF_F_16_08_REF_FINREP 2_9,,3170566_REF
3170567_REF,,33817_REF,FINREP_REF_F_16_08_REF_FINREP 2_9,,3170567_REF
3170568_REF,,429192_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170568_REF
3170569_REF,,430325_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170569_REF
3170570_REF,,430364_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170570_REF
3170571_REF,,430280_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170571_REF
3170572_REF,,430307_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170572_REF
3170573_REF,,430656_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170573_REF
3170574_REF,,430679_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170574_REF
3170575_REF,,430617_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170575_REF
3170576_REF,,430644_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170576_REF
3170577_REF,,429201_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170577_REF
3170578_REF,,430334_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170578_REF
3170579_REF,,430373_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170579_REF
3170580_REF,,430289_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170580_REF
3170581_REF,,430304_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170581_REF
3170582_REF,,430665_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170582_REF
3170583_REF,,430688_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170583_REF
3170584_REF,,430626_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170584_REF
3170585_REF,,430641_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170585_REF
3170586_REF,,429202_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170586_REF
3170587_REF,,430335_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170587_REF
3170588_REF,,430374_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170588_REF
3170589_REF,,430290_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170589_REF
3170590_REF,,430305_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170590_REF
3170591_REF,,430666_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170591_REF
3170592_REF,,430689_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170592_REF
3170593_REF,,430627_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170593_REF
3170594_REF,,430642_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170594_REF
3170595_REF,,429203_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170595_REF
3170596_REF,,430336_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170596_REF
3170597_REF,,430375_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170597_REF
3170598_REF,,430291_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170598_REF
3170599_REF,,430306_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170599_REF
3170600_REF,,430667_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170600_REF
3170601_REF,,430690_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170601_REF
3170602_REF,,430628_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170602_REF
3170603_REF,,430643_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170603_REF
3170604_REF,,429188_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170604_REF
3170605_REF,,429895_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170605_REF
3170606_REF,,429717_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170606_REF
3170607_REF,,429736_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170607_REF
3170608_REF,,429726_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170608_REF
3170609_REF,,429877_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170609_REF
3170610_REF,,429852_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170610_REF
3170611_REF,,431105_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170611_REF
3170612_REF,,431045_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170612_REF
3170613_REF,,429737_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170613_REF
3170614_REF,,431074_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170614_REF
3170615_REF,,429878_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170615_REF
3170616_REF,,429853_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170616_REF
3170617_REF,,429827_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170617_REF
3170618_REF,,429851_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170618_REF
3170619_REF,,429760_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170619_REF
3170620_REF,,429759_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170620_REF
3170621_REF,,429761_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170621_REF
3170622_REF,,429896_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170622_REF
3170623_REF,,430405_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170623_REF
3170624_REF,,430189_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170624_REF
3170625_REF,,430225_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170625_REF
3170626_REF,,430207_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170626_REF
3170627_REF,,430386_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170627_REF
3170628_REF,,430353_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170628_REF
3170629_REF,,430407_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170629_REF
3170630_REF,,430190_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170630_REF
3170631_REF,,430226_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170631_REF
3170632_REF,,430208_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170632_REF
3170633_REF,,430387_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170633_REF
3170634_REF,,430354_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170634_REF
3170635_REF,,430269_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170635_REF
3170636_REF,,430406_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170636_REF
3170637_REF,,,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170637_REF
3170638_REF,,,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170638_REF
3170639_REF,,,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170639_REF
3170640_REF,,,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170640_REF
3170641_REF,,,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170641_REF
3170642_REF,,,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170642_REF
3170643_REF,,,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170643_REF
3170644_REF,,,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170644_REF
3170645_REF,,,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170645_REF
3170646_REF,,,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170646_REF
3170647_REF,,,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170647_REF
3170648_REF,,,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170648_REF
3170649_REF,,,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170649_REF
3170650_REF,,,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170650_REF
3170651_REF,,429413_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170651_REF
3170652_REF,,429223_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170652_REF
3170653_REF,,430321_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170653_REF
3170654_REF,,430352_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170654_REF
3170655_REF,,430268_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170655_REF
3170656_REF,,430270_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170656_REF
3170657_REF,,,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170657_REF
3170658_REF,,,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170658_REF
3170659_REF,,,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170659_REF
3170660_REF,,,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170660_REF
3170661_REF,,429190_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170661_REF
3170662_REF,,429898_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170662_REF
3170663_REF,,429719_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170663_REF
3170664_REF,,429739_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170664_REF
3170665_REF,,429728_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170665_REF
3170666_REF,,429880_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170666_REF
3170667_REF,,429857_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170667_REF
3170668_REF,,431107_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170668_REF
3170669_REF,,431047_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170669_REF
3170670_REF,,429741_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170670_REF
3170671_REF,,431076_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170671_REF
3170672_REF,,429882_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170672_REF
3170673_REF,,429859_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170673_REF
3170674_REF,,429829_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170674_REF
3170675_REF,,429855_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170675_REF
3170676_REF,,429766_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170676_REF
3170677_REF,,429763_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170677_REF
3170678_REF,,429767_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170678_REF
3170679_REF,,429900_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170679_REF
3170680_REF,,430409_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170680_REF
3170681_REF,,430192_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170681_REF
3170682_REF,,430228_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170682_REF
3170683_REF,,430210_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170683_REF
3170684_REF,,430389_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170684_REF
3170685_REF,,430358_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170685_REF
3170686_REF,,430413_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170686_REF
3170687_REF,,430194_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170687_REF
3170688_REF,,430230_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170688_REF
3170689_REF,,430212_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170689_REF
3170690_REF,,430391_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170690_REF
3170691_REF,,430360_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170691_REF
3170692_REF,,430275_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170692_REF
3170693_REF,,430411_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170693_REF
3170694_REF,,,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170694_REF
3170695_REF,,,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170695_REF
3170696_REF,,,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170696_REF
3170697_REF,,,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170697_REF
3170698_REF,,,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170698_REF
3170699_REF,,,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170699_REF
3170700_REF,,,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170700_REF
3170701_REF,,,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170701_REF
3170702_REF,,,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170702_REF
3170703_REF,,,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170703_REF
3170704_REF,,,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170704_REF
3170705_REF,,,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170705_REF
3170706_REF,,,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170706_REF
3170707_REF,,,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170707_REF
3170708_REF,,429415_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170708_REF
3170709_REF,,429225_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170709_REF
3170710_REF,,430323_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170710_REF
3170711_REF,,430356_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170711_REF
3170712_REF,,430272_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170712_REF
3170713_REF,,430276_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170713_REF
3170714_REF,,,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170714_REF
3170715_REF,,,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170715_REF
3170716_REF,,,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170716_REF
3170717_REF,,,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170717_REF
3170718_REF,,429193_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170718_REF
3170719_REF,,430326_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170719_REF
3170720_REF,,430365_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170720_REF
3170721_REF,,430281_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170721_REF
3170722_REF,,430292_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170722_REF
3170723_REF,,430657_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170723_REF
3170724_REF,,430680_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170724_REF
3170725_REF,,430618_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170725_REF
3170726_REF,,430629_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170726_REF
3170727_REF,,429198_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170727_REF
3170728_REF,,430331_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170728_REF
3170729_REF,,430370_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170729_REF
3170730_REF,,430286_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170730_REF
3170731_REF,,430297_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170731_REF
3170732_REF,,430662_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170732_REF
3170733_REF,,430685_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170733_REF
3170734_REF,,430623_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170734_REF
3170735_REF,,430634_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170735_REF
3170736_REF,,429195_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170736_REF
3170737_REF,,430328_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170737_REF
3170738_REF,,430367_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170738_REF
3170739_REF,,430283_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170739_REF
3170740_REF,,430294_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170740_REF
3170741_REF,,430659_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170741_REF
3170742_REF,,430682_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170742_REF
3170743_REF,,430620_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170743_REF
3170744_REF,,430631_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170744_REF
3170745_REF,,429194_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170745_REF
3170746_REF,,430327_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170746_REF
3170747_REF,,430366_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170747_REF
3170748_REF,,430282_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170748_REF
3170749_REF,,430293_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170749_REF
3170750_REF,,430658_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170750_REF
3170751_REF,,430681_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170751_REF
3170752_REF,,430619_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170752_REF
3170753_REF,,430630_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170753_REF
3170754_REF,,429196_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170754_REF
3170755_REF,,429903_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170755_REF
3170756_REF,,429721_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170756_REF
3170757_REF,,429744_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170757_REF
3170758_REF,,429730_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170758_REF
3170759_REF,,429885_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170759_REF
3170760_REF,,429867_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170760_REF
3170761_REF,,431113_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170761_REF
3170762_REF,,431053_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170762_REF
3170763_REF,,429748_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170763_REF
3170764_REF,,431082_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170764_REF
3170765_REF,,429889_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170765_REF
3170766_REF,,429871_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170766_REF
3170767_REF,,429843_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170767_REF
3170768_REF,,429863_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170768_REF
3170769_REF,,429780_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170769_REF
3170770_REF,,429771_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170770_REF
3170771_REF,,429776_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170771_REF
3170772_REF,,429907_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170772_REF
3170773_REF,,430417_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170773_REF
3170774_REF,,430197_REF,FINREP_REF_F_18_00_a_REF_FINREP 2_9,,3170774_REF
